id;cpf;data_nascimento;cep_id;end_numero
244;18111272867;1994-07-06;87047076;752
245;74122227006;2020-11-17;88048434;936
246;60605750022;1969-03-17;26440615;977
247;29361362633;1923-03-21;67118410;293
248;02158767379;1994-08-11;41905045;1120
249;62359613488;1990-02-26;29940616;656
250;30899865205;1940-02-02;89086500;393
251;89408898057;1984-08-23;31010202;287
252;21844379240;2003-10-08;54350652;523
253;23249180339;1964-06-06;72610513;675
254;18347601210;2004-08-25;69400755;737
255;08258202980;2004-09-13;89012422;604
256;70558329880;1971-11-14;74885100;501
257;79123466377;1976-06-21;63115160;1139
258;72361554605;1975-05-16;24140180;606
259;57683211524;2000-07-29;93610460;632
260;02298956851;1998-06-01;60835274;1054
261;66100931061;2005-04-05;64090380;415
262;89027920241;1985-06-09;85807146;471
263;42187276891;1935-06-30;24809128;774
264;86408683930;1939-08-06;88047760;952
265;98250501201;2002-12-17;95050480;940
266;22394250395;1966-09-24;41307300;623
267;01494131703;1993-01-02;96505780;1071
268;58985412355;2007-12-15;91710080;331
269;85439080142;2009-07-30;58015710;393
270;86338135486;2003-09-12;81210100;629
271;63047793475;2002-11-05;76963549;395
272;40620496526;1992-03-29;27430160;306
273;26038560581;2005-02-03;86042370;443
274;82035920103;1984-03-06;72238256;493
275;37393712893;1966-05-13;66610270;304
276;03121382166;2001-06-21;29938324;1109
277;58829968650;1924-12-20;96202170;857
278;40072575734;2013-07-13;21941598;1020
279;83007296144;1932-04-11;57312530;1088
280;01567825334;2007-09-09;85870746;346
281;52181410092;2009-09-09;53170390;1105
282;30148840736;2005-11-30;64052765;801
283;55972768141;2005-02-23;85870010;653
284;86059161379;1923-11-11;31535170;512
285;95640418990;2003-10-10;50790220;741
286;32657774914;1971-08-13;24440525;826
287;75813070175;1977-09-01;75132045;723
288;21206515524;2004-09-19;79118734;650
289;72357712226;1999-05-31;97502463;1050
290;69757127335;1975-01-05;88085015;347
291;76439330513;1996-09-15;95055265;1024
292;81740552959;2010-04-07;73813060;391
293;42848743915;1926-08-04;60834315;1125
294;58742810983;2005-03-03;76820529;465
295;96466746043;1965-12-03;41311296;506
296;83415876879;1990-05-08;63043160;506
297;92185766902;2011-06-04;49503510;704
298;58696800913;1992-03-13;75133470;598
299;95158502884;1984-03-25;35300202;1182
300;39900740840;2009-02-27;41152125;255
301;15237663542;1993-10-10;97070200;915
302;11685240098;1982-08-01;75535190;1063
303;52842366838;1994-07-02;41510156;1043
304;10722756158;1983-12-07;95178198;592
305;47695242727;1996-07-02;36773590;902
306;31989092626;2004-10-06;44091480;1126
307;74913377932;1980-06-13;97545821;202
308;99771761413;1997-01-03;66060261;460
309;03531186296;1936-06-01;72800460;396
310;00491651601;1984-05-05;25675017;819
311;21345613766;2006-01-24;21730360;1050
312;86073390658;1929-11-26;21046540;451
313;35954738245;2014-07-15;42722880;538
314;77875538320;1968-11-17;80220060;1191
315;29015990126;1931-03-16;53270110;1069
316;16472812526;2010-12-19;98781520;1131
317;25168885435;1965-07-23;26410120;937
318;07971099526;1931-11-24;62620970;1038
319;99270160361;1938-12-27;41192230;932
320;15087007212;2019-09-06;71070062;508
321;58798102267;1984-03-01;54350642;488
322;27426491603;1936-05-07;36070065;287
323;40754584477;1999-07-22;23092760;234
324;72553386808;1930-11-23;31842240;430
325;15820902105;1969-08-23;62887595;1161
326;33748019686;2006-06-12;85020470;1010
327;30532504499;1974-06-09;67125323;367
328;69739843746;2009-08-20;69400334;616
329;16582895994;1979-09-26;54515730;869
330;04698052759;2005-12-06;96075174;401
331;00522890396;1998-06-05;26275255;331
332;52104518882;1975-03-07;81050240;966
333;00099652969;2018-03-14;55040370;671
334;93328366735;2021-09-02;44091452;247
335;17168931199;2007-02-04;31575090;1020
336;25554842702;1922-04-14;55036000;800
337;37488437407;2010-02-22;54777815;874
338;07429035347;1971-01-24;65095670;944
339;70394283838;1992-06-25;41311270;752
340;61230629717;1968-02-01;40810435;598
341;25781391332;1993-06-05;63504510;834
342;98173450864;1937-02-11;60714060;534
343;33697691461;1983-08-21;87065400;1085
344;96764072833;2004-07-07;53240310;622
345;09849440060;2001-05-23;24800645;400
346;91241669296;2006-04-04;24342082;667
347;04875410573;2004-08-30;35040650;771
348;07727577418;1993-12-22;92200490;826
349;15147036557;1974-10-31;26030250;1159
350;54739487701;2002-08-01;26050080;826
351;42008778026;1925-11-27;44091242;654
352;05002199340;1996-08-03;57060186;326
353;19184682032;1929-11-23;32041330;291
354;96370849126;1994-04-13;95095120;961
355;84530201730;1931-08-15;88318522;565
356;65398384108;1963-01-23;50680670;302
357;76138370405;1962-04-15;66635585;1114
358;22152650712;1962-12-30;42801440;796
359;67423879938;1996-04-11;20260323;1013
360;89317971361;1965-10-09;91780013;782
361;06872840720;1984-05-25;60450500;742
362;43461048446;1978-01-20;54510080;796
363;22511784842;2009-10-28;72620304;248
364;74761296652;1995-06-27;76829634;328
365;29217550002;1986-08-19;26112225;406
366;81180658250;2019-10-24;87075460;850
367;19237562929;1972-02-07;45065610;1178
368;54611265662;1995-07-12;45005130;769
369;25866857152;1985-02-25;20735020;570
370;65753113247;2012-11-01;50820590;747
371;42373869238;2005-04-18;61615515;362
372;80447405372;2004-01-07;72023515;518
373;33775080281;1970-11-09;59084390;1084
374;69516774730;1965-09-07;24928060;1094
375;34861164461;1933-09-09;29182045;738
376;86749607784;2019-06-10;29936420;1174
377;73568574118;1988-04-30;58043360;605
378;68648064085;1969-03-13;68511395;829
379;84429434197;2004-04-09;23936215;303
380;06972480314;2006-03-20;83833338;793
381;14276680352;1971-01-03;72236017;772
382;18211157223;2010-10-09;71996125;989
383;85481459074;2016-03-09;87310246;400
384;69466814958;2001-01-25;88119185;884
385;35431246880;2004-05-20;72510222;343
386;02370149468;2018-01-26;54210360;775
387;26464015349;1984-05-11;20932010;814
388;32298479958;2001-01-17;65035700;289
389;71125370666;2003-05-23;94930600;222
390;76455548688;2005-06-17;71060011;387
391;83745322867;2009-09-14;25045210;1016
392;70402298615;2014-10-02;76985258;692
393;45270088786;2006-07-21;77753970;504
394;67332642146;1985-11-27;30730160;602
395;75356779114;2004-01-19;21512250;799
396;23411159106;1922-06-17;97105360;297
397;03174403958;2015-01-25;27258493;477
398;71503543880;1962-09-15;99711052;543
399;08262784025;2006-11-28;89509153;675
400;72849926748;2005-03-31;54330090;389
401;37051324289;1972-10-05;74395005;1142
402;43712558603;2010-11-30;59616700;623
403;65572236973;1982-11-04;61942360;728
404;71990090045;2003-10-14;45990057;797
405;33681104837;2012-01-24;31620250;381
406;66838447587;1999-07-15;54518025;551
407;62430107523;1995-05-05;89027201;357
408;94587605146;1922-07-09;20765030;987
409;56773923274;1994-08-19;21071290;975
410;55638448174;2019-09-30;42740030;278
411;09481639989;2009-07-19;74080170;237
412;18825575284;2015-07-22;32280170;328
413;12840283538;2012-10-13;58401690;757
414;26693460350;1928-01-27;79303241;720
415;90215390429;1964-04-04;79170972;360
416;87841193392;2005-11-06;83701380;680
417;54262176605;1940-02-22;98785850;317
418;03169696249;1997-01-28;31970730;1149
419;17031341265;1992-07-10;79822110;1128
420;47597065471;2007-12-11;23565120;637
421;56980190150;1990-05-13;58300240;992
422;62548651601;1934-03-16;92110971;922
423;14881833478;1964-07-16;24813524;938
424;40345011031;1965-05-23;88035090;1018
425;39820509685;2021-11-20;58048005;662
426;37599567899;1978-04-19;24110157;496
427;69724221821;2014-10-10;40710410;200
428;96131304746;1964-01-27;63500364;766
429;53694660032;1979-10-14;36081010;1154
430;91557471925;2004-06-10;21550170;995
431;52086187403;2000-07-04;93020678;884
432;84103768232;2010-12-12;83709692;843
433;29853801062;1978-11-29;74594052;456
434;24560056835;2004-12-18;93612470;796
435;57764205404;2007-08-08;31550130;1133
436;77340127643;1981-09-14;68460119;803
437;25130121486;2004-07-01;28909784;1059
438;78187109455;1993-06-17;35303212;348
439;87738416506;2000-03-29;23560880;226
440;07354052232;1992-08-23;94955550;593
441;68287882683;2006-09-30;69008435;1034
442;64113080939;2009-12-08;89020640;859
443;44587315909;1983-07-25;70304902;361
444;34843848897;2017-02-28;31744795;1135
445;19688440186;1977-09-15;88047604;642
446;58165303805;2016-10-18;71050040;1065
447;03542780636;2018-08-05;33808210;477
448;77461114391;2003-09-01;58703208;969
449;49210840826;2018-02-05;41227058;1175
450;04623343775;1983-09-08;60526176;813
451;09956710189;2014-08-28;44065730;539
452;74277289677;1992-10-18;72005460;260
453;62916278799;1933-08-12;26165710;1061
454;82805789701;1928-12-03;81710300;874
455;18682242722;2004-03-04;76813890;872
456;29189358588;2013-05-14;83411000;830
457;06931604645;1992-05-19;86039105;875
458;38564076565;2001-12-19;74703325;930
459;28837261945;1997-07-29;85303430;739
460;05518821491;2009-10-14;71751500;1086
461;25983242668;2009-09-28;27943390;369
462;02374627364;1984-02-07;74787610;468
463;32514047549;1994-06-22;93805812;271
464;21016153941;1996-12-30;54715480;798
465;98471805969;1995-10-11;67120569;1079
466;31241392701;1992-05-21;96075510;413
467;39173058143;2015-04-24;41349495;255
468;91064582135;1973-08-18;72880082;1108
469;87115397799;2008-01-05;45026550;1039
470;08729209700;2006-06-15;32431135;1094
471;69850468090;1935-10-01;33031250;230
472;04587667048;1973-06-06;45990901;1171
473;39928942342;1972-11-02;71635176;753
474;52534908586;1931-04-08;54125035;708
475;71830734344;1982-10-21;28090660;1148
476;53254938952;2011-10-15;34525180;455
477;10873084517;2015-05-08;92025705;913
478;28330405928;1924-12-23;86188620;1044
479;71704368793;1979-04-18;90830450;600
480;16209371681;2004-06-07;78068780;451
481;03297037562;2006-03-28;25530207;949
482;05988727857;1971-11-23;89045130;957
483;62113362360;1990-05-07;52390440;795
484;49435476724;2008-02-27;31910770;244
485;22420373343;2012-10-03;83020832;551
486;40766164325;1993-08-30;24421145;856
487;41884111203;1972-02-18;41130125;341
488;97591613581;2014-12-07;65148970;1026
489;35602814483;1973-09-03;84600578;344
490;37902107456;2004-07-06;53640173;202
491;67132803455;2005-03-29;88516000;599
492;71317059713;1927-06-05;89052372;271
493;64361837222;1996-08-28;78042830;1096
494;49623450524;2002-05-11;85505330;1100
495;08785515014;2006-01-07;29936816;650
496;15591022035;1999-07-02;45985312;532
497;43638086150;2005-02-06;67133037;1107
498;98315110637;1994-07-25;40385520;218
499;24929760050;2008-07-23;32616260;377
500;46596963061;1985-12-29;74573070;525
501;28605045210;1936-04-14;53580310;236
502;79212564341;1986-02-16;81560200;839
503;42503352578;1937-10-26;50680260;968
504;16301770521;2004-08-21;85570971;1156
505;05427597781;1971-12-05;83206245;543
506;08657102690;1930-08-12;58100976;1023
507;72447129793;2015-11-02;98025320;802
508;74739475900;2005-12-03;37014550;1152
509;21686754763;2005-10-19;26183720;915
510;76561153181;2006-10-21;37004812;1159
511;81902858626;2011-09-23;60325510;1082
512;74228920811;1996-10-01;72833516;443
513;34279209595;2018-03-18;52081193;1183
514;00054822237;1994-04-22;64040315;1171
515;73242621231;1976-02-17;72705037;1066
516;31525213515;2000-06-15;97545780;717
517;77464683820;1994-08-01;30330210;377
518;67959624774;1984-04-15;26163385;442
519;23000244684;1995-03-09;27916100;949
520;48903686877;2005-10-14;59014228;247
521;11193419663;1994-09-07;88122410;892
522;66519276382;2009-09-17;23591510;630
523;73375726438;1983-01-04;96065640;1061
524;31175149265;1975-06-29;94050310;1183
525;30703808762;2000-07-04;45079390;220
526;45186114716;1999-04-21;25902728;727
527;14634843803;2013-05-07;20973225;517
528;07103756375;2005-05-08;74933010;574
529;45839224927;1972-06-29;75503762;582
530;73824086971;2008-03-21;41770650;382
531;17382593033;2009-06-16;41192335;913
532;03175773796;1997-08-01;83209356;280
533;48938911039;1998-01-07;78130494;469
534;77643222038;1975-01-02;73402250;906
535;19395065600;2000-04-20;53421221;333
536;22255528337;1966-04-12;54715060;552
537;71361700937;2000-11-10;89042320;501
538;31658747761;2019-05-23;73252010;1105
539;41166297323;1993-07-15;60540475;988
540;65598336253;1992-11-02;72823766;532
541;42410620527;2009-02-21;55609150;1144
542;20792867914;2001-02-05;81750450;885
543;89164103804;1968-10-16;96820746;849
544;00391462350;1965-07-03;78120770;774
545;87397194412;1930-10-28;41333020;473
546;55336791718;1999-09-08;26127385;1176
547;30616236060;1934-08-17;66032220;1007
548;98967771930;2006-10-24;85902580;380
549;03940300770;1992-01-08;31255750;1165
550;24369692898;2015-02-12;68043040;250
551;68045350571;2001-06-04;96825130;245
552;94860696133;2015-05-06;70867080;315
553;19836445852;1973-07-14;74690020;874
554;08453642291;1972-12-05;23520760;425
555;18017980451;2015-10-11;54400160;509
556;78868207081;1966-03-01;29023097;799
557;14283816353;1994-04-15;75132180;409
558;90128998126;2014-10-10;44021268;1124
559;95565872044;1994-09-16;75063140;564
560;09531534086;2001-03-06;90810010;731
561;68838438486;1995-05-20;38022080;478
562;70184268503;1972-08-18;27977590;1083
563;74324600936;1995-03-29;24941195;301
564;13587601607;1988-09-30;40320225;1019
565;79298883246;2016-07-05;86601022;348
566;21379269311;2013-04-19;71070654;679
567;89712626059;1998-01-24;25580090;393
568;54303615755;1924-09-05;74973260;1060
569;70093188044;2008-01-04;25710020;422
570;81545286736;1991-10-27;73366661;971
571;68486734794;1996-09-24;67103520;309
572;12299173451;1986-08-09;45055706;385
573;69178366884;2001-09-16;41207320;781
574;88138593696;1974-02-18;74665560;818
575;51395191316;2005-08-19;70070701;1089
576;89390713852;2012-06-28;97503025;766
577;79309076068;1971-08-31;40415270;843
578;98392390219;1993-06-02;21512200;1093
579;12281013087;1984-04-05;41347275;570
580;65586100580;2008-11-27;68509470;595
581;10020724953;2006-07-01;94080440;624
582;73634521805;2004-12-14;70640055;627
583;41827249313;2008-01-17;71587636;364
584;28697284974;2012-07-23;76803808;851
585;91571522435;2011-12-02;57015120;475
586;04905936478;1983-05-19;69402129;863
587;99986495304;1983-03-10;36031074;549
588;45541935440;1980-05-28;93612840;505
589;15100456281;2015-12-12;56503850;403
590;98302719745;2006-07-06;26187600;1157
591;84536916076;1992-03-29;92325170;203
592;83614117391;2008-08-11;25926350;986
593;02497708981;1986-03-25;75391838;434
594;56419044713;1977-11-30;45052068;208
595;49541376113;1986-08-07;27347110;1152
596;01742049024;2004-10-01;68506901;1043
597;79197126913;1989-03-14;72005110;858
598;83409111395;1963-04-26;38052134;904
599;27660725018;2014-10-05;88340638;352
600;05917564675;1935-07-30;87083341;1132
601;69967581915;2005-06-08;74391730;1110
602;06890374477;1988-02-14;94470100;824
603;82254298375;2003-11-03;20270900;579
604;11144352714;1980-05-29;25233300;1098
605;49702906486;1997-09-10;28010271;244
606;06783060111;1985-04-12;50930191;1089
607;02895870122;2004-02-13;23063970;691
608;03717288748;1932-01-23;54080281;1110
609;50887505683;1922-03-19;74993775;662
610;68712551414;1967-09-28;24751110;912
611;35356973239;2007-06-21;91120101;1196
612;74070302820;2006-11-06;58105077;620
613;10991212757;1998-10-02;58306005;1152
614;78589672680;1988-06-20;90090160;934
615;95621079277;1926-08-10;80520210;642
616;65902507082;2012-11-09;23825207;678
617;87271208776;1981-05-29;20770460;777
618;72061016939;1924-01-08;64028205;484
619;34181375552;2004-03-26;90240570;252
620;83038591340;1996-04-02;76387820;757
621;14572659999;2004-08-31;25935268;584
622;94622257765;2004-12-27;29065030;359
623;86060435156;1930-08-20;83507010;880
624;09778607083;1979-12-31;24421220;302
625;30741893117;1939-09-19;24745790;578
626;08748716914;2004-06-15;24350037;526
627;87387309226;1998-10-27;68180292;1069
628;21111841889;2009-08-17;59139465;1094
629;20076866531;2011-05-07;54789265;782
630;30241628241;1924-06-05;40170170;793
631;29927552356;1939-04-06;40490254;891
632;95775564387;1977-10-28;59157280;767
633;60824055365;1994-08-26;95904818;953
634;58788640695;2014-08-23;24723350;952
635;82419334885;2005-10-17;83212528;975
636;09239085314;2006-06-24;25610450;629
637;32089653487;1936-10-01;50791488;343
638;95651783416;1992-01-28;83413404;752
639;13699769230;2007-12-03;31015180;1008
640;79822739856;2000-04-18;21941176;948
641;18365388508;1971-09-09;40050095;823
642;17957638522;1928-03-11;96410500;933
643;12807165392;1978-03-04;62020410;305
644;29170274896;1992-07-26;74989520;1189
645;67200181289;2019-05-27;64206157;623
646;15265679482;2004-11-08;79081560;635
647;63610791641;1980-10-31;79060530;1024
648;49873699949;1935-08-10;24910365;727
649;40266190880;1993-06-16;22775370;321
650;23814401019;1994-09-15;24750580;870
651;08894608084;2001-06-17;48611086;604
652;70062183449;1997-01-07;29903015;747
653;18479983222;1996-10-20;78042202;987
654;02376014939;1930-06-19;57032012;356
655;68863106557;1970-11-24;95059260;1062
656;28522635128;1993-03-03;27949485;1003
657;66119435794;2011-09-17;84603066;929
658;17240288986;1940-07-25;50790170;317
659;93488302873;1988-04-21;60545262;861
660;51904357588;1962-11-14;71884344;418
661;32965850773;1992-09-04;71751560;763
662;70924910903;2015-04-12;67120389;392
663;03414192695;1973-01-15;50020180;1032
664;52369769314;1992-04-16;40484555;868
665;34298841493;2018-08-11;30110078;1109
666;83420956387;1970-07-03;91430570;531
667;51945303988;1984-02-19;76962112;1183
668;83243206277;1987-08-14;24020011;522
669;64365585616;2002-04-01;27966571;537
670;15477426469;2011-04-26;35059280;421
671;34198068781;1998-02-13;26051015;1135
672;76728166959;1981-04-17;83065571;475
673;21385735939;1977-09-05;86084460;487
674;18909277246;1975-07-08;93212460;379
675;33908234525;1983-11-29;74947490;670
676;31487375089;2006-12-04;31230750;312
677;18458268699;1992-05-13;91780052;1034
678;05824253393;1994-12-11;74371637;1168
679;05854776526;1927-04-11;61901625;953
680;99204757779;1932-05-29;86066350;1050
681;61239237245;1977-10-12;60544428;920
682;75357835599;1993-09-11;86026100;680
683;15177567772;1996-09-30;36020480;332
684;18382141230;1925-06-02;84267440;731
685;77594290606;1998-08-11;87303023;1081
686;67217175332;1999-08-29;32015182;439
687;15726004379;2004-04-01;28024416;376
688;94164604993;1988-05-19;31555460;254
689;78811858261;1975-05-19;25655001;713
690;53661926222;1995-12-13;79062222;377
